_id,case_no,ap_case_defn_key,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location
8653,V250964,1013,2015-10-19 15:05:46,Closed,105.1,N/A,Failure to Obtain Permit,98,,Welles,AV,Dorchester,MA,02124,16,98 WELLES AVE,,DORCHESTER,MA,02128,147368,42.289499999855074,-71.06610000096633,"(42.289499999855074, -71.06610000096633)"
8654,V213995,1013,2015-10-19 15:03:57,Closed,105.1,N/A,Failure to Obtain Permit,19,,Bearse,AV,Dorchester,MA,02124,17,19 Bearse Avenue,,Dorchester Center,MA,02124,12844,42.271150000396396,-71.06319000099838,"(42.271150000396396, -71.06319000099838)"
8655,V223838,1013,2015-10-19 15:02:50,Open,105.1,N/A,Failure to Obtain Permit,79,,Waldeck,ST,Dorchester,MA,02124,17,C/O BOSTON PROPERTY MANAGEMENT LLC,125 Greenleaf Street,Quincy,MA,02169,141445,42.29835000043974,-71.06587000149442,"(42.29835000043974, -71.06587000149442)"
8656,V264042,1013,2015-10-19 14:48:45,Closed,105.1,N/A,Failure to Obtain Permit,376,,Centre,ST,Dorchester,MA,02122,16,15 SIMMS COURT,,Newton,MA,02465,378234,42.29491488550991,-71.0579511980641,"(42.29491488550991, -71.0579511980641)"
8657,V253220,1013,2015-10-19 14:44:16,Closed,107.4,N/A,Failed to comply w permit term,365,,Park,ST,Dorchester,MA,02124,17,"5 LEROY ST, 1ST FL",,DORCHESTER,MA,02122,107354,42.29636000006518,-71.0692700006074,"(42.29636000006518, -71.0692700006074)"
8658,V263984,1013,2015-10-19 14:43:10,Closed,105.1,N/A,Failure to Obtain Permit,376,380,Centre,ST,Dorchester,MA,02122,16,15 SIMMS COURT,,Newton,MA,02465,28426,42.2949299996905,-71.0579500011607,"(42.2949299996905, -71.0579500011607)"
8659,V253280,1013,2015-10-19 14:41:51,Closed,102.8,N/A,Maintenance,241A,241I,Norfolk,ST,Dorchester,MA,02124,17,"241 Norfolk St, Unit A",,Boston,MA,02124,168143,42.28488644397037,-71.08125422103201,"(42.28488644397037, -71.08125422103201)"
8660,V239151,1013,2015-10-19 14:37:18,Closed,105.1,N/A,Failure to Obtain Permit,247,,Gallivan,BL,Dorchester,MA,02124,17,41 HOLLYTREE RD,,STOUGHTON,MA,02072-5003,62234,42.27909000020561,-71.06796000068086,"(42.27909000020561, -71.06796000068086)"
8661,V247104,1013,2015-10-19 14:35:36,Closed,104.6,N/A,Right of Entry,22,,Fendale,AV,Dorchester,MA,02124,17,35 MIDDLETON ST,,DORCHESTER,MA,02124,57336,42.27892000002102,-71.07101000103333,"(42.27892000002102, -71.07101000103333)"
8662,V253688,1013,2015-10-19 14:34:09,Closed,105.1,N/A,Failure to Obtain Permit,11,13,Ferndale,ST,Dorchester,MA,02124,17,11 FERNDALE ST,,Dorchester,MA,02124,57653,42.28865999956463,-71.07709000066062,"(42.28865999956463, -71.07709000066062)"
8663,V215819,1013,2015-10-19 14:28:39,Closed,1029.1,N/A,Emergency Escape & Rescue,22,,Branchfield,ST,Dorchester,MA,02124,17,"22 BRANCHFIELD ST, APT D1",,Dorchester,MA,02124,19572,42.27193000042672,-71.06392000127826,"(42.27193000042672, -71.06392000127826)"
8664,V250358,1013,2015-10-19 14:26:50,Closed,116.2,N/A,Unsafe and Dangerous,59,59A,Bailey,ST,Dorchester,MA,02124,17,59 BAILEY ST,,DORCHESTER,MA,02124-3724,161763,42.284289048389574,-71.06652641128883,"(42.284289048389574, -71.06652641128883)"
8665,V217856,1013,2015-10-19 14:25:17,Closed,105.1,N/A,Failure to Obtain Permit,102,,Walnut,ST,Dorchester,MA,02122,16,115 BIRCH ST,,BRAINTREE,MA,02184-7345,142099,42.28826000004982,-71.04029000202215,"(42.28826000004982, -71.04029000202215)"
8666,V253337,1013,2015-10-19 14:23:43,Closed,105.1,N/A,Failure to Obtain Permit,269,271,Minot,ST,Dorchester,MA,02124,16,486 ST GEORGE RD,,SOUTH THOMASTON,ME,04858,96132,42.283680000319926,-71.0587100012216,"(42.283680000319926, -71.0587100012216)"
8667,V251990,1013,2015-10-19 14:21:45,Open,102.8,N/A,Maintenance,43,,Mill,ST,Dorchester,MA,02122,16,43 MILL ST,,DORCHESTER,MA,02122-3561,95480,42.29813999942945,-71.0521400009566,"(42.29813999942945, -71.0521400009566)"
8668,V247095,1013,2015-10-19 14:18:35,Open,105.1,N/A,Failure to Obtain Permit,43,,Mill,ST,Dorchester,MA,02122,16,43 MILL ST,,DORCHESTER,MA,02122-3561,95480,42.29813999942945,-71.0521400009566,"(42.29813999942945, -71.0521400009566)"
8669,V237288,1013,2015-10-19 14:15:07,Closed,Article 4 Section 4-3,N/A,No use of premises permit:,24,,Chelmsford,ST,Dorchester,MA,02122,16,6 Wenlock Road,,Dorchester,MA,02122,30165,42.28492999957841,-71.05385000130026,"(42.28492999957841, -71.05385000130026)"
8670,V253268,1013,2015-10-19 14:13:43,Closed,107.4,N/A,Failed to comply w permit term,388,,Adams,ST,Dorchester,MA,02122,16,330 ADAMS STREET,,QUINCY,MA,02169-1702,702,42.29628999992255,-71.05597000076291,"(42.29628999992255, -71.05597000076291)"
8671,V251403,1013,2015-10-19 14:12:14,Closed,107.4,N/A,Failed to comply w permit term,388,,Adams,ST,Dorchester,MA,02122,16,330 ADAMS STREET,,QUINCY,MA,02169-1702,702,42.29628999992255,-71.05597000076291,"(42.29628999992255, -71.05597000076291)"
8672,V219321,1013,2015-10-19 14:10:26,Closed,105.1,N/A,Failure to Obtain Permit,36,38,Codman Hill,AV,Dorchester,MA,02124,17,36 Codman Hill Ave,,Dorchester,MA,02124,34142,42.27936700024634,-71.07210400152043,"(42.27936700024634, -71.07210400152043)"
8673,V230514,1013,2015-10-19 14:08:03,Closed,116.2,N/A,Unsafe and Dangerous,16,,Calder,ST,Dorchester,MA,02124,14,"74 Hollingsworth Street, Unit 2",,Mattapan,MA,02126,24693,42.296909999361276,-71.08814000081821,"(42.296909999361276, -71.08814000081821)"
8674,V253587,1013,2015-10-19 14:06:13,Closed,105.1,N/A,Failure to Obtain Permit,1,1A,Creston,PK,Dorchester,MA,02121,14,1 CRESTON PARK,,Dorchester,MA,02121,44349,42.312499999827786,-71.07954000142088,"(42.312499999827786, -71.07954000142088)"
8675,V253601,1013,2015-10-19 14:04:31,Closed,116.2,N/A,Unsafe and Dangerous,51,,Charlotte,ST,Dorchester,MA,02121,14,36 HEWINS ST,,DORCHESTER,MA,02121-3725,29892,42.29878000064414,-71.08440000144907,"(42.29878000064414, -71.08440000144907)"
8676,V253683,1013,2015-10-19 14:03:11,Closed,116.2,N/A,Unsafe and Dangerous,40,,Gleason,ST,Dorchester,MA,02121,14,40 GLEASON ST,,DORCHESTER,MA,02121-4106,63914,42.29850999963451,-71.0824000012076,"(42.29850999963451, -71.0824000012076)"
8677,V247880,1013,2015-10-19 14:00:49,Closed,105.1,N/A,Failure to Obtain Permit,40,,Glenway,ST,Dorchester,MA,02121,14,81 Sycamore Road,,Braintree,MA,02184,172083,42.30118420729148,-71.08385277944367,"(42.30118420729148, -71.08385277944367)"
8678,V251283,1013,2015-10-19 13:59:08,Closed,R105.1,N/A,Failure to Secure Permit,64,,Greenwood,ST,Dorchester,MA,02121,14,64 GREENWOOD ST,,Roxbury,MA,02121,66996,42.299790000017865,-71.07968000149229,"(42.299790000017865, -71.07968000149229)"
8679,V251164,1013,2015-10-19 13:54:11,Closed,116.2,N/A,Unsafe and Dangerous,123,,Intervale,ST,Dorchester,MA,02121,14,42 BOW ST,,SOMERVILLE,MA,02143-2939,78714,42.309851000226665,-71.0760700016618,"(42.309851000226665, -71.0760700016618)"
8680,V253619,1013,2015-10-19 13:51:39,Closed,1025.1,N/A,Emergency Escape,18,,Johnston,RD,Dorchester,MA,02124,14,"825 REGENCY RESERVE CIRCLE, APT 3703",,NAPLES,FL,34119-2340,79941,42.28723000012511,-71.09155000096328,"(42.28723000012511, -71.09155000096328)"
8681,V253606,1013,2015-10-19 13:50:28,Closed,116.2,N/A,Unsafe and Dangerous,67,,Lawrence,AV,Dorchester,MA,02121,14,67 LAWRENCE AV,,DORCHESTER,MA,02121-2030,344487,42.31160338406164,-71.07659934265271,"(42.31160338406164, -71.07659934265271)"
8682,V251133,1013,2015-10-19 13:48:37,Closed,1008.1.9.3,N/A,Locks and Latches,79,81,Mclellan,ST,Dorchester,MA,02121,14,"79 McLellan Street, Apt 2",,Dorchester,MA,02121,93506,42.29901999998616,-71.08338000066507,"(42.29901999998616, -71.08338000066507)"
8683,V229428,1013,2015-10-19 13:44:49,Closed,1025.1,N/A,Emergency Escape,815,819,Morton,ST,Mattapan,MA,02126,14,C/O Kensington Investments,15 Argyle Terrace,Dorchester,MA,02124,97807,42.28186000040791,-71.08794000085317,"(42.28186000040791, -71.08794000085317)"
8684,V229157,1013,2015-10-19 13:43:06,Closed,105.1,N/A,Failure to Obtain Permit,815,819,Morton,ST,Mattapan,MA,02126,14,C/O Kensington Investments,15 Argyle Terrace,Dorchester,MA,02124,97807,42.28186000040791,-71.08794000085317,"(42.28186000040791, -71.08794000085317)"
8685,V253599,1013,2015-10-19 13:36:50,Closed,116.2,N/A,Unsafe and Dangerous,8,10,Wilcock,ST,Dorchester,MA,02124,14,"74 CLARENDON ST, STE A",,Boston,MA,02116,149684,42.28657299964393,-71.09129100186873,"(42.28657299964393, -71.09129100186873)"
8686,V253598,1013,2015-10-19 13:25:39,Closed,116.2,N/A,Unsafe and Dangerous,6,,Burton,AV,Roxbury,MA,02119,12,6 BURTON AV,,Roxbury,MA,02119,24150,42.321959999357276,-71.08029000076787,"(42.321959999357276, -71.08029000076787)"
8687,V253604,1013,2015-10-19 13:23:52,Closed,1025.1,N/A,Emergency Escape,72,,Copeland,ST,Roxbury,MA,02119,12,72 COPELAND ST,,ROXBURY,MA,02119,42478,42.32338000005008,-71.07944000166042,"(42.32338000005008, -71.07944000166042)"
8688,V253584,1013,2015-10-19 13:20:23,Closed,116.2,N/A,Unsafe and Dangerous,50,,Elmore,ST,Roxbury,MA,02119,12,185 ELLISON RD,,RIEGELWOOD,NC,28456,53432,42.31966000014426,-71.09040000110326,"(42.31966000014426, -71.09040000110326)"
8689,V240292,1013,2015-10-19 13:14:26,Closed,105.4,N/A,Validity of Permit,26,,Woodbine,ST,Roxbury,MA,02119,12,10 BAYBERRY RD,,CANTON,MA,02021-2461,151392,42.319273999693785,-71.0798280013481,"(42.319273999693785, -71.0798280013481)"
8690,V253216,1013,2015-10-19 12:40:01,Closed,116.2,N/A,Unsafe and Dangerous,62,,Florida,ST,Dorchester,MA,02124,16,62 FLORIDA ST,APT 1,DORCHESTER,MA,02124-2620,58966,42.28997000007948,-71.05904000146666,"(42.28997000007948, -71.05904000146666)"
8691,V263987,1013,2015-10-19 11:16:50,Closed,105.1,N/A,Failure to Obtain Permit,4282,4290,Washington,ST,Roslindale,MA,02131,18,4280 WASHINGTON ST,,ROSLINDALE,MA,02131,171236,42.28466323808082,-71.12977998953744,"(42.28466323808082, -71.12977998953744)"
8692,V263973,1013,2015-10-19 10:26:07,Closed,105.1,N/A,Failure to Obtain Permit,378,,Centre,ST,Dorchester,MA,02122,16,15 SIMMS COURT,,Newton,MA,02465,419542,42.29496761725845,-71.05780851663854,"(42.29496761725845, -71.05780851663854)"
8693,V263967,1013,2015-10-19 10:25:45,Closed,105.1,N/A,Failure to Obtain Permit,4290,4282,Washington,ST,Roslindale,MA,02131,18,4290 WASHINGTON ST,,ROSLINDALE,MA,02131-3001,145168,42.28462999984834,-71.12988000206953,"(42.28462999984834, -71.12988000206953)"
8694,V263959,1013,2015-10-19 10:22:21,Closed,102.8,N/A,Maintenance,33,,River,ST,Boston,MA,02108,05,C/O STREET & COMPANY,78 CHARLES ST,Boston,MA,02114,169108,42.357093328586096,-71.07018419188124,"(42.357093328586096, -71.07018419188124)"
8695,V263948,1013,2015-10-19 10:12:10,Closed,116.2,N/A,Unsafe and Dangerous,2,20,Fairmount,AV,Hyde Park,MA,02136,18,619 Centre Street,,Jamaica Plain,MA,02130,55689,42.2558400000163,-71.12089000132265,"(42.2558400000163, -71.12089000132265)"
8696,V260718,1013,2015-10-19 09:22:10,Closed,116.2,N/A,Unsafe and Dangerous,187,,E,ST,South Boston,MA,02127,07,31 CLARENDON,,BOSTON,MA,02116-6113,50516,42.334315691813345,-71.05324181699278,"(42.334315691813345, -71.05324181699278)"
8697,V263770,1013,2015-10-16 10:23:35,Closed,105.1,N/A,Failure to Obtain Permit,158,,Hillside,ST,Mission Hill,MA,02120,10,830 PARKER ST,,ROXBURY,MA,02120-3023,74187,42.33131000018268,-71.10697000077333,"(42.33131000018268, -71.10697000077333)"
8698,V263398,1013,2015-10-15 11:15:30,Closed,105.1,N/A,Failure to Obtain Permit,6,,Cambridge,TE,Allston,MA,02134,21,1404A Beacon St,,Brookline,MA,02446,25303,42.35215999937571,-71.13911000105695,"(42.35215999937571, -71.13911000105695)"
8699,V263527,1013,2015-10-15 10:11:28,Closed,101.4.4,N/A,Maintenance,19,,Rill,ST,Dorchester,MA,02125,15,50 DRAPER ST,,DORCHESTER,MA,02122-1624,116085,42.311969999262054,-71.06514000091342,"(42.311969999262054, -71.06514000091342)"
8700,V243624,1013,2015-10-15 10:02:12,Closed,1001.3.3,N/A,,342,,Commonwealth,AV,Boston,MA,02115,05,"342 COMMONWEALTH AVE, Unit 9",,BOSTON,MA,02115,40294,42.348989999902365,-71.08728000077706,"(42.348989999902365, -71.08728000077706)"
8701,V244631,1013,2015-10-15 10:00:05,Closed,1001.3.3,N/A,,394,,Marlborough,ST,Boston,MA,02115,05,"394 MARLBOROUGH ST, STE A",,Boston,MA,02115-1517,91198,42.35012999980559,-71.08793000159278,"(42.35012999980559, -71.08793000159278)"
8702,V234554,1013,2015-10-15 09:58:33,Closed,1001.3.2,N/A,Testing & Certification,219,,Newbury,ST,Boston,MA,02116,05,83 CENTRAL ST,,BOSTON,MA,02109,101436,42.35009999954134,-71.08145000162479,"(42.35009999954134, -71.08145000162479)"
8703,V234580,1013,2015-10-15 09:56:51,Closed,1001.3.2,N/A,Testing & Certification,223,,Newbury,ST,Boston,MA,02116,05,83 CENTRAL ST,,BOSTON,MA,02109,101440,42.35005000075842,-71.08161000176777,"(42.35005000075842, -71.08161000176777)"
8704,V234569,1013,2015-10-15 09:54:55,Closed,1001.3.2,N/A,Testing & Certification,221,,Newbury,ST,Boston,MA,02116,05,83 Central Street,,BOSTON,MA,02109,101438,42.350079999943155,-71.08153000142909,"(42.350079999943155, -71.08153000142909)"
8705,V243592,1013,2015-10-15 09:50:34,Closed,1001.3.2,N/A,Testing & Certification,173,173A,Maverick,ST,East Boston,MA,02128,01,"220 BOYLSTON STREET,  UNIT 1214",,BOSTON,MA,02116,92967,42.369314095425345,-71.03734667848857,"(42.369314095425345, -71.03734667848857)"
8706,V234746,1013,2015-10-15 09:11:08,Closed,116.1,N/A,Unsafe and Dangerous,43,,Arborview,RD,Jamaica Plain,MA,02130,19,6 Wenlock Road,,Dorchester,MA,02122,4307,42.303280000481344,-71.13236000139622,"(42.303280000481344, -71.13236000139622)"
8707,V227979,1013,2015-10-15 09:09:24,Closed,116.2,N/A,Unsafe and Dangerous,2999,,Washington,ST,Roxbury,MA,02119,11,"2999 WASHINGTON ST, APT #1",,ROXBURY,MA,02119,144603,42.317570000033164,-71.09680000145121,"(42.317570000033164, -71.09680000145121)"
8708,V261544,1013,2015-10-15 08:24:52,Closed,116.2,N/A,Unsafe and Dangerous,3,,McCormick,SQ,East Boston,MA,02128,01,40 Everett Street,,East Boston,MA,02128,154967,42.3648360006776,-71.03096900113131,"(42.3648360006776, -71.03096900113131)"
8709,V263284,1013,2015-10-14 09:31:09,Closed,105.1,N/A,Failure to Obtain Permit,67,,Myopia,RD,Hyde Park,MA,02136,18,67 MYOPIA RD,,HYDE PARK,MA,02136-1521,99623,42.26203999986688,-71.12679000115143,"(42.26203999986688, -71.12679000115143)"
8710,V263262,1013,2015-10-14 09:21:00,Closed,116.2,N/A,Unsafe and Dangerous,856,868,Dorchester,Av,Dorchester,MA,02125,07,378 Page Street,Suite 3,STOUGHTON,MA,02072,48760,42.321431278468005,-71.05660964023596,"(42.321431278468005, -71.05660964023596)"
8711,V263203,1013,2015-10-13 15:46:32,Closed,105.1,N/A,Failure to Obtain Permit,960,,Massachusetts,AV,Roxbury,MA,02118,08,960 MASSACHUSETTS AVE,,BOSTON,MA,02118-2620,92677,42.3297899998874,-71.0689400012504,"(42.3297899998874, -71.0689400012504)"
8712,V263202,1013,2015-10-13 15:36:39,Closed,111.1,N/A,Certificate of Occupancy,241,243,Blue Hill,AV,Roxbury,MA,02119,12,6 LAGRANGE PL,,ROXBURY,MA,02119,16380,42.316290000135844,-71.07836000105715,"(42.316290000135844, -71.07836000105715)"
8713,V263191,1013,2015-10-13 12:26:10,Closed,3307.1,N/A,Protection of Adj. Property, ,   , , , ,MA, , ,296 NORWELL ST,,DORCHESTER,MA,02124-1852,,,,
8714,V263128,1013,2015-10-13 10:15:11,Closed,105.4,N/A,Validity of Permit,38,,Dunster,RD,Jamaica Plain,MA,02130,19,38 Dunster Rd,,Jamacia Plain,MA,02130,50072,42.31009000004176,-71.11832000065414,"(42.31009000004176, -71.11832000065414)"
8715,V263131,1013,2015-10-13 10:14:59,Closed,116.2,N/A,Unsafe and Dangerous,38,,Dunster,RD,Jamaica Plain,MA,02130,19,38 Dunster Rd,,Jamaica Plain,MA,02130,50072,42.31009000004176,-71.11832000065414,"(42.31009000004176, -71.11832000065414)"
8716,V263041,1013,2015-10-13 08:28:17,Closed,116.2,N/A,Unsafe and Dangerous,880,,Hyde Park,AV,Hyde Park,MA,02136,18,880 Hyde Park Ave,,Hyde Park,MA,02136,166479,42.26985258168632,-71.1205126842195,"(42.26985258168632, -71.1205126842195)"
8717,V262813,1013,2015-10-09 15:57:42,Closed,1003.6,N/A,Means of Egress,241,243,Blue Hill,AV,Roxbury,MA,02119,12,6 LAGRANGE PL,,MA,ROXBURY,02119-3372,16380,42.316290000135844,-71.07836000105715,"(42.316290000135844, -71.07836000105715)"
8718,V248777,1013,2015-10-09 10:55:21,Closed,105.1,N/A,Failure to Obtain Permit,355,,Commonwealth,AV,Boston,MA,02115,05,"350 LINCOLN PL, Suite 2500",,Hingham,MA,02043,40360,42.349568999869625,-71.08854800142895,"(42.349568999869625, -71.08854800142895)"
8719,V246720,1013,2015-10-09 10:43:05,Closed,3307,N/A,Protection of Adj. Property,6,,Langley,RD,Brighton,MA,02135,22,36 DEERFIELD AVE,,WESTWOOD,MA,02090-1613,83986,42.35005000054833,-71.16735000185056,"(42.35005000054833, -71.16735000185056)"
8720,V246706,1013,2015-10-09 10:41:17,Closed,4-3,N/A,Building or Use of Premise req,6,,Langley,RD,Brighton,MA,02135,22,36 DEERFIELD AVE,,WESTWOOD,MA,02090-1613,83986,42.35005000054833,-71.16735000185056,"(42.35005000054833, -71.16735000185056)"
8721,V235183,1013,2015-10-09 10:39:17,Closed,105.1,N/A,Failure to Obtain Permit,180,182,Franklin,ST,Allston,MA,02134,22,110 Longmeadow Road,,BELMONT,MA,02478,60622,42.361913999318325,-71.13089900040062,"(42.361913999318325, -71.13089900040062)"
8722,V252836,1013,2015-10-09 10:33:27,Closed,105.1,N/A,Failure to Obtain Permit,66,,N,ST,South Boston,MA,02127,06,441 MAIN ST STE 206,,MELROSE,MA,02176-3859,100140,42.33619999983891,-71.03098000140018,"(42.33619999983891, -71.03098000140018)"
8723,V262730,1013,2015-10-09 09:15:44,Closed,110.7,N/A,Periodic Inspections,84,,Saint Alphonsus,ST,Mission Hill,MA,02120,10,C/O WESTON ASSOCIATES,170 NEWBURY ST,BOSTON,MA,02116-2873,341232,42.33342852345746,-71.10110615851345,"(42.33342852345746, -71.10110615851345)"
8724,V243963,1013,2015-10-09 09:10:41,Closed,101.4.4,N/A,Maintenance,64,,Nonantum,ST,Brighton,MA,02135,22,17 HOBSON ST,,BRIGHTON,MA,02135,103025,42.349280000188415,-71.17038000120435,"(42.349280000188415, -71.17038000120435)"
8725,V262721,1013,2015-10-09 08:22:40,Closed,105.1,N/A,Failure to Obtain Permit,15,,Chestnut,ST,Charlestown,MA,02129,02,15 CHESTNUT ST,,CHARLESTOWN,MA,02129,31526,42.37402800029009,-71.05875000099856,"(42.37402800029009, -71.05875000099856)"
8726,V262486,1013,2015-10-08 08:39:07,Closed,105.1,N/A,Failure to Obtain Permit,49,,Robinwood,AV,Jamaica Plain,MA,02130,19,367 South Gulph Road,,King of Prussia,PA,19406,117474,42.31577000045824,-71.11225000122495,"(42.31577000045824, -71.11225000122495)"
8727,V262352,1013,2015-10-07 11:06:55,Closed,116.2,N/A,Unsafe and Dangerous,38,,Neponset,AV,Dorchester,MA,02122,16,32 PERRY RD,,BEDFORD,NH,03110-4523,100876,42.296489999765214,-71.0549400020875,"(42.296489999765214, -71.0549400020875)"
8728,V262328,1013,2015-10-07 10:24:24,Closed,105.1,N/A,Failure to Obtain Permit,52,,Dietz,RD,Hyde Park,MA,02136,18,52 DIETZ RD,,HYDE PARK,MA,02136-1137,47772,42.25051999984076,-71.14290000130536,"(42.25051999984076, -71.14290000130536)"
8729,V262307,1013,2015-10-07 09:54:31,Closed,102.8,N/A,Maintenance,4,,Monument,SQ,Charlestown,MA,02129,02,"4 MONUMENT SQ, APT 1",,CHARLESTOWN,MA,02129-3444,97065,42.375564000363084,-71.06001600156162,"(42.375564000363084, -71.06001600156162)"
8730,V262303,1013,2015-10-07 09:50:50,Closed,105.1,N/A,Failure to Obtain Permit,172,,Newton,ST,Roxbury,MA,02118,04,172 WEST NEWTON ST,,Boston,MA,02118,102444,42.34282999985976,-71.0783200008891,"(42.34282999985976, -71.0783200008891)"
8731,V262298,1013,2015-10-07 09:47:49,Closed,Article 4 Section 4-3,N/A,No use of premises permit:,253,255,Gallivan,BL,Dorchester,MA,02124,17,253 GALLIVAN BLVD,,DORCHESTER,MA,02124,62238,42.27919700002887,-71.06760600226806,"(42.27919700002887, -71.06760600226806)"
8732,V262252,1013,2015-10-07 08:57:20,Closed,105.1,N/A,Failure to Obtain Permit,647,649,Adams,ST,Dorchester,MA,02124,16,647 ADAMS ST,,DORCHESTER,MA,02122,869,42.28758000026839,-71.05513000133821,"(42.28758000026839, -71.05513000133821)"
8733,V262050,1013,2015-10-06 09:43:56,Closed,116.2,N/A,Unsafe and Dangerous,109,,Taunton,AV,Mattapan,MA,02136,18,109 TAUNTON AV,,HYDE PARK,MA,02136,133858,42.265510000434055,-71.1036800022102,"(42.265510000434055, -71.1036800022102)"
8734,V262040,1013,2015-10-06 09:37:43,Closed,116.2,N/A,Unsafe and Dangerous,7,,Gladeside,TE,Mattapan,MA,02126,18,7 CHILTON PARK,,Milton,MA,02186,63774,42.27323999999059,-71.08744000105285,"(42.27323999999059, -71.08744000105285)"
8735,V261790,1013,2015-10-05 09:49:24,Closed,5110.1,N/A,Failure to secure permit,245,249,Blue Hill,AV,Roxbury,MA,02119,12,619 CENTRE ST,,Jamaica Plain,MA,02130,16383,42.31619900071316,-71.07837300109327,"(42.31619900071316, -71.07837300109327)"
8736,V261783,1013,2015-10-05 09:42:21,Closed,5110.1,N/A,Failure to secure permit,197,203,Humboldt,AVE,Dorchester,MA,02121,12,619 Centre St,,Jamaica Plain,MA,02130,75978,42.31304999988829,-71.08981000087434,"(42.31304999988829, -71.08981000087434)"
8737,V261775,1013,2015-10-05 09:33:01,Closed,116.2,N/A,Unsafe and Dangerous,94R,,George,ST,Roxbury,MA,02119,08,94 GEORGE ST,,ROXBURY,MA,02119,63473,42.3258099996306,-71.07208000094124,"(42.3258099996306, -71.07208000094124)"
8738,V259870,1013,2015-10-05 08:15:22,Closed,116.2,N/A,Unsafe and Dangerous,25,,Ridgewood,ST,Dorchester,MA,02122,15,1258 Massachusetts Avenue,,Dorchester,MA,02125,116004,42.30180999956281,-71.0662400010822,"(42.30180999956281, -71.0662400010822)"
8739,V261551,1013,2015-10-02 14:23:01,Closed,116.2,N/A,Unsafe and Dangerous,94R,,George,ST,Roxbury,MA,02119,08,94 GEORGE ST,,ROXBURY,MA,02119,63473,42.3258099996306,-71.07208000094124,"(42.3258099996306, -71.07208000094124)"
8740,V261546,1013,2015-10-02 14:07:55,Closed,116.2,N/A,Unsafe and Dangerous,3,,Melville,AV,Dorchester,MA,02124,17,15 LUNAR AVE,,BRAINTREE,MA,02184,94063,42.29333999991785,-71.07048000104689,"(42.29333999991785, -71.07048000104689)"
